customer_city,Revenue,Orders,Customers,Average_Order_Value
utinga,586.45,5,5,117.29
sao tiago,586.45,5,5,117.29
pindare mirim,586.2,3,3,195.4
sananduva,585.57,6,6,97.59500000000001
nova cruz,583.25,3,2,194.41666666666666
soledade de minas,581.38,6,5,96.89666666666666
ibiraci,581.14,4,4,145.285
conceicao das pedras,580.35,4,4,145.0875
rio piracicaba,580.14,4,4,145.035
mutuipe,580.0899999999999,4,4,145.02249999999998
carmo da mata,578.61,6,6,96.435
pote,577.53,3,3,192.51
analandia,575.7,4,4,143.925
breu branco,575.7,3,3,191.9
barra do turvo,575.42,3,3,191.80666666666664
itapetim,575.41,2,2,287.705
itaoca,575.21,3,3,191.73666666666668
cachoeira,573.71,4,4,143.4275
machadinho d'oeste,572.96,3,3,190.98666666666668
sao sebastiao do paraiba,571.16,1,1,571.16
uirauna,570.72,1,1,570.72
ribeirao vermelho,570.25,2,2,285.125
areia branca dos assis,569.43,3,3,189.80999999999997
corupa,568.4300000000001,4,4,142.10750000000002
congonhal,568.19,4,4,142.0475
goianinha,567.71,3,3,189.23666666666668
lajinha,567.69,3,3,189.23000000000002
denise,566.63,2,2,283.315
barra de guabiraba,565.8,2,2,282.9
inhapim,565.35,7,7,80.76428571428572
rio casca,565.23,5,5,113.046
kalore,563.96,2,2,281.98
lobato,562.77,3,3,187.59
diamantino,562.11,7,4,80.30142857142857
edeia,560.9100000000001,4,4,140.22750000000002
ibicarai,559.5999999999999,5,5,111.91999999999999
penaforte,559.03,2,2,279.515
iapu,558.8499999999999,4,4,139.71249999999998
inimutaba,558.4100000000001,2,2,279.20500000000004
iraquara,558.21,5,5,111.64200000000001
presidente olegario,557.41,6,5,92.90166666666666
altonia,557.1800000000001,3,3,185.7266666666667
tutoia,556.87,2,2,278.435
coelho neto,556.86,4,3,139.215
astorga,556.28,7,6,79.46857142857142
jardim do serido,555.81,3,3,185.26999999999998
ribeirao do sul,554.95,3,3,184.98333333333335
pinheiro,553.23,4,4,138.3075
matipo,552.35,4,3,138.0875
baturite,551.09,3,3,183.6966666666667
sao sebastiao do passe,550.53,5,5,110.106
itatim,549.15,3,3,183.04999999999998
jaquirana,547.98,1,1,547.98
xambre,547.74,2,1,273.87
boa viagem,546.76,3,3,182.25333333333333
sao pedro do ivai,546.72,3,3,182.24
guarara,546.5699999999999,2,2,273.28499999999997
pio xii,546.03,1,1,546.03
ipu,545.2,4,4,136.3
sao jose de uba,544.52,3,3,181.50666666666666
pedra azul,543.8,5,5,108.75999999999999
eliseu martins,543.06,4,4,135.765
pindoba,542.52,2,2,271.26
curaca,542.24,3,3,180.74666666666667
capitao poco,540.89,3,3,180.29666666666665
rio azul,538.54,5,5,107.708
sao joao do manteninha,537.22,3,3,179.07333333333335
irai de minas,536.9399999999999,2,2,268.46999999999997
rio bonito do iguacu,536.22,4,4,134.055
indiara,534.65,4,3,133.6625
rianapolis,534.47,4,4,133.6175
cambuquira,534.4200000000001,5,5,106.88400000000001
apiaca,534.42,6,6,89.07
vila rica,534.18,3,3,178.05999999999997
ipiacu,534.09,3,3,178.03
urubici,533.72,3,3,177.90666666666667
sao felix do coribe,532.12,1,1,532.12
itabela,529.97,4,4,132.4925
gameleiras,529.94,3,3,176.64666666666668
chapada gaucha,528.01,4,4,132.0025
campo alegre do fidalgo,527.88,1,1,527.88
carambei,527.85,3,3,175.95000000000002
rio fortuna,527.47,3,3,175.82333333333335
rio branco do sul,526.72,6,6,87.78666666666668
itaituba,526.69,3,3,175.56333333333336
jesuania,526.23,5,5,105.24600000000001
ipupiara,525.85,1,1,525.85
uruoca,525.61,2,2,262.805
ceu azul,525.29,7,7,75.04142857142857
arandu,525.15,4,4,131.2875
cruz machado,523.23,3,3,174.41
bela vista,522.88,3,3,174.29333333333332
santa lucia,522.75,4,4,130.6875
inaja,522.63,4,4,130.6575
alto caparao,522.0799999999999,2,2,261.03999999999996
amaraji,521.89,2,2,260.945
cameta,521.85,4,4,130.4625
prudente de morais,520.96,4,3,130.24
frei lagonegro,520.68,1,1,520.68
vargeao,520.65,1,1,520.65
pintadas,520.5,2,2,260.25
dom aquino,520.36,3,3,173.45333333333335
jiquirica,519.93,1,1,519.93
torrinha,519.4200000000001,6,5,86.57000000000001
cabo verde,519.17,3,3,173.05666666666664
caririacu,519.14,2,2,259.57
santa maria do suacui,517.75,2,2,258.875
pedra bela,517.3299999999999,3,3,172.4433333333333
cristalia,517.31,3,3,172.43666666666664
maravilhas,516.36,4,4,129.09
ribeirao branco,515.49,2,2,257.745
redencao do gurgueia,515.12,1,1,515.12
nova fatima,515.0799999999999,5,5,103.01599999999999
montauri,514.42,2,2,257.21
itapirapua paulista,514.0699999999999,2,2,257.03499999999997
brejo da madre de deus,512.73,4,4,128.1825
tabuleiro,511.77,2,2,255.885
coronel murta,511.68,1,1,511.68
timburi,510.24,5,4,102.048
guaranta do norte,509.29,5,5,101.858
dobrada,508.9,2,2,254.45
planaltino,508.88,1,1,508.88
francisco badaro,508.88,3,3,169.62666666666667
sao miguel do anta,508.18,1,1,508.18
perdigao,507.58,7,5,72.51142857142857
gandu,507.45,4,4,126.8625
pocinhos,506.64,3,3,168.88
bom jesus do tocantins,506.46000000000004,3,2,168.82000000000002
itapaci,506.31,4,4,126.5775
seringueiras,504.64,2,2,252.32
sao jose da bela vista,504.55,3,3,168.18333333333334
colonia vitoria,504.19,5,5,100.838
palma,504.05,4,4,126.0125
cachoeira de pajeu,504.03,3,3,168.01
luisburgo,503.93,2,2,251.965
lucianopolis,503.65000000000003,2,2,251.82500000000002
iacanga,503.33,6,6,83.88833333333334
itabaianinha,503.03,2,2,251.515
mantenopolis,503.02000000000004,4,4,125.75500000000001
maripa,502.17,3,3,167.39000000000001
quadra,501.88,3,3,167.29333333333332
carolina,500.69,2,2,250.345
iacu,499.85,4,4,124.9625
terra nova do norte,499.35,3,3,166.45000000000002
alto horizonte,499.25,2,2,249.625
campos altos,498.61,5,5,99.72200000000001
general carneiro,498.52,5,5,99.704
ibirarema,498.19,5,5,99.638
salto veloso,497.07,4,4,124.2675
sao joao da ponte,496.76,1,1,496.76
nova santa rosa,496.62,4,4,124.155
magda,496.07,2,2,248.035
bodoquena,495.53,2,1,247.765
sabinopolis,495.51,6,6,82.585
itapirapua,495.34000000000003,2,2,247.67000000000002
sao domingos do prata,495.01,4,4,123.7525
jose boiteux,495.0,1,1,495.0
baianopolis,493.28,2,2,246.64
gaurama,492.15,3,3,164.04999999999998
apodi,492.07,3,3,164.02333333333334
peixoto de azevedo,491.56,4,4,122.89
arace,491.18,4,4,122.795
milha,491.0,2,2,245.5
barreirinhas,490.73,4,4,122.6825
santa helena de minas,490.58,2,2,245.29
rio tinto,490.25,2,2,245.125
roseira,490.14,5,5,98.02799999999999
pontalina,488.72,2,1,244.36
santa maria da boa vista,488.57000000000005,2,2,244.28500000000003
vera cruz do oeste,488.34000000000003,3,3,162.78
remanso,487.98999999999995,5,5,97.59799999999998
bom repouso,487.94999999999993,4,4,121.98749999999998
curvelandia,487.56,1,1,487.56
caraiba,487.15,2,2,243.575
tabatinga,487.11,5,5,97.422
sucesso,485.92,3,3,161.97333333333333
pedrinhas paulista,485.48,4,4,121.37
dom silverio,484.12,4,4,121.03
bertolinia,483.87,1,1,483.87
ponte serrada,483.78,3,3,161.26
serrita,483.72,2,2,241.86
pongai,482.75,4,4,120.6875
balneario barra do sul,482.62,4,4,120.655
brauna,482.35,5,5,96.47
rodeiro,482.21,3,2,160.73666666666665
itambaraca,481.40999999999997,2,2,240.70499999999998
vera,480.78,3,3,160.26
caibate,480.4,2,2,240.2
tumiritinga,480.31,1,1,480.31
bonfim,480.24,5,5,96.048
sertania,479.92,4,4,119.98
nova monte verde,479.81,3,3,159.93666666666667
joao ramalho,479.57,3,3,159.85666666666665
tombos,479.10999999999996,5,5,95.82199999999999
aquiraz,478.65000000000003,2,2,239.32500000000002
santa isabel do ivai,478.6,3,3,159.53333333333333
jucurucu,478.31,2,2,239.155
papagaios,477.84000000000003,4,3,119.46000000000001
mendes pimentel,477.73,5,5,95.546
abre campo,477.53,6,6,79.58833333333332
forquilha,477.45,4,4,119.3625
pedro canario,476.55,5,5,95.31
angulo,476.38,3,3,158.79333333333332
santa cruz da conceicao,476.27,4,3,119.0675
jacui,475.87,4,4,118.9675
paulo jacinto,475.58000000000004,2,2,237.79000000000002
panorama,474.64,5,5,94.928
martinho campos,473.7,2,2,236.85
alto jequitiba,473.63,4,4,118.4075
sao miguel do gostoso,473.04,2,2,236.52
clementina,472.98,4,4,118.245
candido sales,472.52,3,3,157.50666666666666
barra de santa rosa,472.32,2,2,236.16
nova brasilandia d'oeste,472.14,2,2,236.07
joviania,472.11,5,4,94.422
olho d'agua das flores,472.01,3,2,157.33666666666667
imaculada,471.90999999999997,3,3,157.3033333333333
juruaia,470.59000000000003,6,5,78.43166666666667
riolandia,470.31000000000006,3,3,156.77
santa mercedes,470.25,2,2,235.125
almino afonso,470.01,1,1,470.01
luminarias,468.68,3,3,156.22666666666666
santa margarida,468.48,3,3,156.16
mendonca,468.43,5,5,93.686
caravelas,466.78,3,3,155.59333333333333
nova palma,466.62,2,2,233.31
espirito santo do turvo,465.86,2,2,232.93
centenario do sul,465.35,4,4,116.3375
boa vista do cadeado,464.98,1,1,464.98
rodelas,464.75,3,3,154.91666666666666
junqueiro,464.40999999999997,2,2,232.20499999999998
clevelandia,464.19,3,3,154.73
cruzalia,463.75,3,3,154.58333333333334
guaraniacu,463.62,5,5,92.724
monte verde,463.45000000000005,3,3,154.48333333333335
governador celso ramos,463.36,3,3,154.45333333333335
anadia,462.59999999999997,2,2,231.29999999999998
vila flores,462.5,3,3,154.16666666666666
senhora de oliveira,461.06,2,2,230.53
capinzal do norte,460.6,2,2,230.3
ibiam,460.34,4,4,115.085
itau de minas,460.03,5,5,92.006
indianopolis,459.97,6,6,76.66166666666668
lagoa real,459.92,1,1,459.92
itapemirim,459.34,4,4,114.835
humaita,458.4,4,4,114.6
colombia,457.24,5,5,91.44800000000001
nossa senhora do o,457.19,2,2,228.595
lontras,455.59,3,3,151.86333333333332
pitimbu,455.11,1,1,455.11
ipaporanga,453.81,2,2,226.905
alto parana,451.84,2,2,225.92
sao pedro da uniao,451.64000000000004,3,3,150.54666666666668
carinhanha,451.5,2,2,225.75
aurea,451.5,2,2,225.75
balneario arroio do silva,450.66999999999996,4,4,112.66749999999999
reserva,450.39,3,3,150.13
altinho,449.82,2,2,224.91
ubaporanga,449.73,3,3,149.91
bom jesus das selvas,449.62,2,2,224.81
redentora,449.34000000000003,3,2,149.78
afranio,448.03999999999996,2,2,224.01999999999998
sud mennucci,448.01,5,5,89.602
tanque novo,447.39,3,3,149.13
ribeirao do pinhal,447.33000000000004,5,5,89.46600000000001
cruzilia,447.26,4,4,111.815
jacinto machado,447.17,4,4,111.7925
piumhi,446.62,3,3,148.87333333333333
xapuri,445.89,2,2,222.945
manga,445.78999999999996,3,3,148.59666666666666
werneck,445.60999999999996,2,2,222.80499999999998
iguatama,445.56,4,4,111.39
porto alegre do norte,445.32,1,1,445.32
balneario rincao,444.29999999999995,3,3,148.1
confins,444.25,1,1,444.25
bacuri,444.21000000000004,3,2,148.07000000000002
serra dos aimores,443.08000000000004,5,5,88.61600000000001
arealva,442.06,4,4,110.515
adolfo,441.59000000000003,5,5,88.31800000000001
reserva do cabacal,440.88,2,2,220.44
piedade dos gerais,440.15999999999997,3,3,146.72
pedro ii,440.15,2,2,220.075
chapadinha,440.12,3,3,146.70666666666668
augusto correa,440.0,3,3,146.66666666666666
antonio cardoso,439.92,2,2,219.96
santanesia,439.58,4,4,109.895
satuba,438.32,2,2,219.16
tuparetama,437.69,3,3,145.89666666666668
tucunduva,437.36,3,3,145.78666666666666
sao joao batista do gloria,436.83000000000004,3,3,145.61
narandiba,436.65999999999997,2,2,218.32999999999998
nova alvorada,436.08,3,3,145.35999999999999
sao roque do canaa,436.01,5,5,87.202
quintana,435.84999999999997,4,4,108.96249999999999
tres fronteiras,434.82,5,5,86.964
ribeirao,434.53,4,4,108.6325
conceicao do tocantins,433.96999999999997,3,3,144.65666666666667
rio do oeste,433.84000000000003,3,3,144.61333333333334
moreira sales,433.48,3,3,144.49333333333334
sales,433.12,5,5,86.624
erval grande,432.74,2,1,216.37
alto piquiri,432.5,1,1,432.5
bandeirantes do tocantins,432.20000000000005,2,2,216.10000000000002
rio do antonio,430.97,2,2,215.485
sete barras,430.66999999999996,5,4,86.13399999999999
canhotinho,430.49,2,2,215.245
amelia rodrigues,430.02000000000004,3,3,143.34
governador portela,430.01,4,4,107.5025
xambioa,429.76,3,3,143.25333333333333
aratuba,429.74,2,2,214.87
carnaubais,429.65000000000003,2,2,214.82500000000002
irape,429.29999999999995,2,1,214.64999999999998
rondon,429.29999999999995,2,2,214.64999999999998
caiaponia,428.97,4,4,107.2425
santa rita de minas,428.77,3,3,142.92333333333332
condor,428.51,4,4,107.1275
iepe,428.40999999999997,5,5,85.68199999999999
estreito,427.65000000000003,3,3,142.55
serrolandia,427.35,3,3,142.45000000000002
itapura,426.6,6,6,71.10000000000001
oiapoque,425.24,1,1,425.24
feliz deserto,423.75,2,2,211.875
florai,422.95,2,2,211.475
santo antonio do jardim,422.81,5,5,84.562
maximiliano de almeida,422.55,3,3,140.85
madre de deus de minas,422.11,3,3,140.70333333333335
apuiares,421.56,2,2,210.78
jari,421.21000000000004,4,2,105.30250000000001
ibitira,421.03,1,1,421.03
santa tereza do oeste,420.59000000000003,3,3,140.1966666666667
vicentinopolis,420.55,2,2,210.275
mirinzal,419.93,3,3,139.97666666666666
taciba,419.6,2,2,209.8
amanari,419.39,1,1,419.39
mercedes,419.32,2,2,209.66
bandeira,419.21,3,3,139.73666666666665
valentim gentil,418.87,3,3,139.62333333333333
brasileia,418.59000000000003,1,1,418.59000000000003
mata,418.35,1,1,418.35
capela de santana,417.53000000000003,2,2,208.76500000000001
governador eugenio barros,417.45,1,1,417.45
caldeirao grande,417.25,3,3,139.08333333333334
setubinha,416.97,3,3,138.99
agua limpa,416.8,1,1,416.8
florida paulista,416.53,4,4,104.1325
alianca do tocantins,415.88,2,2,207.94
embauba,414.81,1,1,414.81
ascurra,414.25,4,4,103.5625
santana dos montes,413.91999999999996,2,2,206.95999999999998
abadia dos dourados,413.5,3,3,137.83333333333334
virgolandia,413.44000000000005,2,2,206.72000000000003
campos verdes,413.04,1,1,413.04
pingo-d'agua,413.02,1,1,413.02
rio bananal,412.48,4,4,103.12
acari,412.43,1,1,412.43
monsenhor tabosa,412.32000000000005,3,3,137.44000000000003
chapada do norte,411.87,2,2,205.935
tomazina,411.31,3,3,137.10333333333332
engenheiro balduino,411.08,1,1,411.08
pendencias,410.02,2,2,205.01
sao felix de minas,409.5,1,1,409.5
fazenda nova,407.77,4,4,101.9425
palmeiras de goias,407.33,3,3,135.77666666666667
serra do ramalho,406.72,4,4,101.68
sao francisco do guapore,405.61,2,2,202.805
pindorama,405.52,2,2,202.76
pien,405.37,4,4,101.3425
quitandinha,405.09,2,2,202.545
sucupira do norte,404.20000000000005,2,2,202.10000000000002
indiapora,404.14,3,3,134.71333333333334
urupa,403.21,3,3,134.40333333333334
turvo,401.21000000000004,6,6,66.86833333333334
piranga,400.39,4,4,100.0975
guidoval,400.11,2,2,200.055
cumaru,399.98,2,2,199.99
diogo de vasconcelos,399.84999999999997,2,2,199.92499999999998
itacarambi,399.58000000000004,3,3,133.19333333333336
pocoes,399.2,2,2,199.6
alvaro de carvalho,399.0,2,2,199.5
conceicao da barra,398.59,3,3,132.86333333333332
chorozinho,398.42,1,1,398.42
porto calvo,397.93,2,2,198.965
sao goncalo do rio preto,397.9,3,3,132.63333333333333
palmeira d'oeste,396.90999999999997,5,5,79.38199999999999
ibiraja,396.88,2,1,198.44
ibipitanga,396.71999999999997,2,2,198.35999999999999
irapua,396.34,4,4,99.085
brasil novo,396.1,3,3,132.03333333333333
guaruja do sul,395.63,4,4,98.9075
igaci,395.0,2,2,197.5
caldas do jorro,394.52,1,1,394.52
juruena,394.38,3,3,131.46
morpara,393.72999999999996,2,2,196.86499999999998
uniao,393.32,1,1,393.32
frei martinho,393.21000000000004,2,2,196.60500000000002
taquaracu de minas,392.66,2,2,196.33
lavinia,390.41,4,4,97.6025
iconha,390.13,5,5,78.026
oroco,389.46,3,3,129.82
indiana,389.33,3,3,129.77666666666667
borrazopolis,388.85,2,2,194.425
itaquirai,388.72,2,2,194.36
macedonia,388.43,4,4,97.1075
serra azul de minas,388.01,2,2,194.005
itiuba,387.5,4,4,96.875
parambu,387.46,4,3,96.865
campinapolis,387.09000000000003,3,2,129.03
bequimao,386.15,1,1,386.15
tibagi,386.07,4,4,96.5175
anita garibaldi,385.93,5,5,77.186
camutanga,385.34000000000003,3,3,128.4466666666667
sapeacu,384.94,2,2,192.47
anta,384.52,4,4,96.13
campestre,384.32,3,3,128.10666666666665
jundiai do sul,384.01,3,3,128.00333333333333
sao joao da mata,383.51,2,2,191.755
barra do mendes,383.28,3,3,127.75999999999999
salto do jacui,383.17999999999995,4,4,95.79499999999999
florestal,382.47,3,3,127.49000000000001
tejupa,382.4,3,2,127.46666666666665
serrania,382.17,2,2,191.085
tocos,381.47,2,2,190.735
nova lacerda,380.75,1,1,380.75
tres barras,380.56,5,5,76.112
volta grande,379.96000000000004,4,4,94.99000000000001
senador amaral,379.91999999999996,2,1,189.95999999999998
pereiro,379.74,3,3,126.58
marechal deodoro,379.2,1,1,379.2
paripueira,379.2,1,1,379.2
moncoes,379.13,2,2,189.565
monte alegre de minas,379.09000000000003,4,4,94.77250000000001
alto alegre do iguacu,378.75,2,1,189.375
santa terezinha de itaipu,378.11,3,3,126.03666666666668
ipumirim,377.52,5,5,75.50399999999999
canapi,377.32,1,1,377.32
monnerat,376.86,2,2,188.43
gaucha do norte,376.24,2,2,188.12
itanhomi,375.53,4,4,93.8825
coroaci,374.99,2,2,187.495
belo vale,374.48,3,3,124.82666666666667
tangara,373.82,1,1,373.82
santa mariana,373.35,4,4,93.3375
lagoa do ouro,373.35,2,2,186.675
sao jose do hortencio,373.23,2,2,186.615
moju,372.88,4,4,93.22
monte carlo,372.87,3,2,124.29
rodeio bonito,372.44,2,2,186.22
nipoa,372.35,2,2,186.175
vargem alta,372.35,5,5,74.47
irani,372.32,4,3,93.08
hulha negra,372.06,1,1,372.06
ibimirim,372.03,3,3,124.00999999999999
sideropolis,371.11,4,4,92.7775
olho d'agua das cunhas,370.97,2,2,185.485
itapissuma,370.86,3,3,123.62
carmo da cachoeira,370.64,4,4,92.66
deputado irapuan pinheiro,370.01,3,3,123.33666666666666
pedro afonso,368.9,3,3,122.96666666666665
ivinhema,368.72,3,3,122.90666666666668
ita,368.03,3,3,122.67666666666666
coremas,367.59,3,3,122.52999999999999
boa vista das missoes,367.56,1,1,367.56
sao francisco do conde,367.33000000000004,3,3,122.44333333333334
alto alegre,366.41,3,3,122.13666666666667
trombudo central,366.21,5,5,73.24199999999999
janiopolis,366.2,3,3,122.06666666666666
maria da fe,365.65,3,3,121.88333333333333
aiuruoca,365.03000000000003,4,4,91.25750000000001
pilao arcado,364.68,4,4,91.17
curiuva,364.52,4,4,91.13
cassia,364.41,6,6,60.73500000000001
sume,364.39,3,3,121.46333333333332
jucas,363.96,1,1,363.96
cordeiros,363.64,1,1,363.64
sao geraldo da piedade,363.52,1,1,363.52
satubinha,362.99,2,2,181.495
novo sao joaquim,362.64,3,3,120.88
aguas de sao pedro,362.31,3,3,120.77
santa terezinha,361.53,2,2,180.765
montanhas,361.07,1,1,361.07
tupandi,361.04,3,3,120.34666666666668
humildes,360.81,1,1,360.81
monte gordo,360.42999999999995,2,2,180.21499999999997
palmitinho,359.99,5,4,71.998
barra do tarrachil,359.94,3,1,119.98
ibicoara,359.84000000000003,3,3,119.94666666666667
caninde de sao francisco,359.83,2,2,179.915
laranjal,359.39,2,2,179.695
david canabarro,359.39,2,2,179.695
wenceslau braz,359.39,2,2,179.695
ivate,358.34000000000003,3,3,119.44666666666667
porteirinha,358.05,5,5,71.61
ribeiraozinho,358.01,2,2,179.005
santa barbara d oeste,357.47,5,5,71.494
cristais,357.40999999999997,3,3,119.13666666666666
imigrante,357.35,3,3,119.11666666666667
buriti dos lopes,356.82,2,2,178.41
vereda,356.65,2,2,178.325
gilbues,356.51,1,1,356.51
santa izabel do oeste,356.35,2,2,178.175
cedro,356.11,1,1,356.11
ouro verde,356.03999999999996,3,3,118.67999999999999
pirenopolis,355.74,4,4,88.935
dona euzebia,354.94000000000005,2,2,177.47000000000003
formoso do araguaia,354.12,4,3,88.53
arapei,353.71,2,2,176.855
santana da vargem,353.6,4,4,88.4
verissimo,353.01,3,3,117.67
centro novo do maranhao,352.80999999999995,1,1,352.80999999999995
vigia,352.65,3,3,117.55
renascenca,352.23,4,4,88.0575
sao luis do quitunde,351.54999999999995,2,2,175.77499999999998
jequia da praia,351.24,2,2,175.62
sao jose do rio claro,351.04999999999995,2,2,175.52499999999998
ceara-mirim,351.02,2,2,175.51
atalanta,351.0,1,1,351.0
joaquim nabuco,350.45,4,4,87.6125
jose de freitas,350.42,3,3,116.80666666666667
sao tome,350.39,3,3,116.79666666666667
pedra,349.79,3,3,116.59666666666668
mariluz,349.65,2,2,174.825
eneas marques,349.16999999999996,4,4,87.29249999999999
porto franco,349.14,2,2,174.57
pantano grande,348.93,3,3,116.31
mato leitao,348.81,2,2,174.405
constantina,348.77,1,1,348.77
cabeceira grande,348.75,3,2,116.25
piracuruca,347.44,2,2,173.72
botupora,346.51,1,1,346.51
americano do brasil,346.28999999999996,3,3,115.42999999999999
maranguape,345.53,3,3,115.17666666666666
vieiras,345.15,1,1,345.15
carneirinho,345.03,3,3,115.00999999999999
nova itaberaba,344.77,2,2,172.385
inubia paulista,344.7,3,3,114.89999999999999
coluna,344.56,3,3,114.85333333333334
rancho queimado,343.99,2,2,171.995
pedrao,343.71,1,1,343.71
tunapolis,343.68,1,1,343.68
sao joao do triunfo,343.40000000000003,3,3,114.46666666666668
miranda,343.15999999999997,4,4,85.78999999999999
benevides,343.03000000000003,2,2,171.51500000000001
mari,342.8,3,3,114.26666666666667
tres irmaos,342.40000000000003,1,1,342.40000000000003
itapagipe,341.5,5,5,68.3
quatigua,341.35,5,5,68.27000000000001
campestre do maranhao,340.95000000000005,2,2,170.47500000000002
nossa senhora de caravaggio,340.34000000000003,2,2,170.17000000000002
alto bela vista,340.2,1,1,340.2
dona francisca,340.15,2,2,170.075
alto garcas,340.06,2,2,170.03
viseu,340.02,1,1,340.02
oscar bressane,339.93,3,3,113.31
monte alegre,339.65999999999997,2,2,169.82999999999998
alagoinha,339.52000000000004,2,2,169.76000000000002
congonhinhas,338.86,2,2,169.43
candeias do jamari,338.74,1,1,338.74
santa teresinha,338.1,2,2,169.05
sao pedro da agua branca,336.56,1,1,336.56
igaratinga,336.38,1,1,336.38
colorado do oeste,334.64,3,3,111.54666666666667
maurilandia,334.51,4,4,83.6275
urai,334.39,3,3,111.46333333333332
antonio prado de minas,334.21,3,3,111.40333333333332
recreio,334.19,3,3,111.39666666666666
santaluz,333.97,3,3,111.32333333333334
divinesia,333.51,1,1,333.51
tomar do geru,333.47,2,2,166.735
sao jose do cerrito,333.34000000000003,3,3,111.11333333333334
wanderley,333.11,2,2,166.555
presidente medici,332.32,3,3,110.77333333333333
abaiara,332.15,2,2,166.075
potengi,331.95,2,2,165.975
inacio martins,331.28,5,5,66.256
riacho dos machados,331.25,3,2,110.41666666666667
mata roma,330.75,2,2,165.375
balneario gaivota,329.12,3,3,109.70666666666666
major vieira,329.03,3,3,109.67666666666666
bernardino de campos,328.87,4,4,82.2175
arvorezinha,328.79,4,3,82.1975
saudade do iguacu,328.37,4,4,82.0925
serra de sao bento,328.15,2,2,164.075
cachoeira dourada,327.69,3,3,109.23
vista alegre do alto,327.66999999999996,3,3,109.22333333333331
alto rio novo,327.23,2,2,163.615
presidente tancredo neves,325.58,4,4,81.395
vicencia,325.48,2,2,162.74
nova soure,325.43,3,3,108.47666666666667
itamari,324.99,3,3,108.33
alvares florence,324.66999999999996,2,2,162.33499999999998
restinga seca,324.33,3,3,108.11
monteiro lobato,324.01,1,1,324.01
magalhaes de almeida,323.52,1,1,323.52
araripe,323.37,2,2,161.685
mirandiba,323.15999999999997,3,3,107.71999999999998
vargem alegre,323.01,3,3,107.67
rechan,322.37,2,2,161.185
bom jesus da serra,322.28999999999996,2,2,161.14499999999998
motuca,322.25,3,3,107.41666666666667
ibiara,321.98,1,1,321.98
novo oriente,321.4,3,3,107.13333333333333
jeronimo monteiro,321.11,2,2,160.555
ibiaca,320.87,2,2,160.435
ocaucu,320.77,5,5,64.154
guariroba,320.56,2,2,160.28
piacabucu,320.4,2,1,160.2
guaraciaba,320.31,3,3,106.77
sao paulo do potengi,319.78,2,2,159.89
novo alegre,319.09,1,1,319.09
arroio do tigre,319.0,2,2,159.5
aguas frias,318.98,1,1,318.98
cachoeira da prata,318.97,2,2,159.485
porto rico,318.92,1,1,318.92
rancho alegre,318.71000000000004,2,2,159.35500000000002
placas,318.58000000000004,2,2,159.29000000000002
pocao,318.53,1,1,318.53
junco do serido,318.42,2,2,159.21
nova canaa do norte,318.36,3,3,106.12
sao joao do oriente,318.11,2,2,159.055
canitar,317.91999999999996,2,2,158.95999999999998
medeiros,317.7,2,2,158.85
doutor ulysses,317.22,1,1,317.22
morro grande,317.16,1,1,317.16
cajari,316.3,1,1,316.3
sangao,316.25,3,3,105.41666666666667
igreja nova,315.90999999999997,2,2,157.95499999999998
umbauba,315.39,3,3,105.13
salto do ceu,315.24,4,3,78.81
dom vicoso,313.8,2,2,156.9
abdon batista,313.4,1,1,313.4
perola,313.31,2,2,156.655
campanario,313.28999999999996,2,2,156.64499999999998
icarai de minas,313.03,2,2,156.515
areia branca,312.99,3,3,104.33
sao pedro de alcantara,312.90999999999997,2,2,156.45499999999998
divinolandia de minas,312.82,5,5,62.564
sao jose dos quatro marcos,312.23,2,2,156.115
doverlandia,311.87,2,2,155.935
buenos aires,311.83,2,2,155.915
formigueiro,311.27,2,2,155.635
romaria,310.46,2,2,155.23
silveira martins,310.28,1,1,310.28
paranhos,309.99,1,1,309.99
campo do meio,309.08000000000004,4,4,77.27000000000001
nova cantu,309.01,3,3,103.00333333333333
carvalhopolis,308.84,3,3,102.94666666666666
iracema,308.77,2,2,154.385
alterosa,308.64,3,3,102.88
salgado filho,308.2,3,3,102.73333333333333
batalha,308.09999999999997,3,3,102.69999999999999
pirauba,307.69,3,2,102.56333333333333
diamante d'oeste,307.69,1,1,307.69
sao jose do campestre,307.46,1,1,307.46
altamira do parana,307.11,2,2,153.555
ipaumirim,307.11,1,1,307.11
nova erechim,306.78,3,3,102.25999999999999
cerro negro,306.64,1,1,306.64
coracao de maria,306.06,1,1,306.06
pirambu,305.77,1,1,305.77
serranopolis do iguacu,305.73,2,2,152.865
sao joao de pirabas,305.33000000000004,2,2,152.66500000000002
cortes,305.32000000000005,2,2,152.66000000000003
araponga,305.13,2,2,152.565
taboquinhas,303.27,1,1,303.27
patu,302.87,3,3,100.95666666666666
pouso alto,302.81,3,3,100.93666666666667
jabora,302.78999999999996,2,2,151.39499999999998
riqueza,302.68,3,3,100.89333333333333
presidente juscelino,302.46,1,1,302.46
goiabeira,302.27,2,2,151.135
leopoldo de bulhoes,300.76,1,1,300.76
porto trombetas,300.28999999999996,2,2,150.14499999999998
boqueirao do leao,300.14,2,2,150.07
joao alfredo,300.07,3,3,100.02333333333333
sao jose do belmonte,299.84000000000003,2,2,149.92000000000002
pentecoste,299.21,2,2,149.605
boca da mata,298.03,2,2,149.015
ilha comprida,297.69,4,4,74.4225
aragarcas,296.91,4,3,74.2275
