customer_city,Revenue,Orders,Customers,Average_Order_Value
sao jose da laje,296.36,2,2,148.18
livramento,295.99,1,1,295.99
rosana,295.31,4,4,73.8275
catarina,295.29,3,3,98.43
moreilandia,295.12,2,2,147.56
itaipulandia,294.6,6,6,49.1
japi,294.19,1,1,294.19
antonio carlos,294.15,3,3,98.05
crisopolis,293.57,4,4,73.3925
angical,293.5,1,1,293.5
santo expedito,293.46,1,1,293.46
americo de campos,293.36,1,1,293.36
paranaiguara,293.35,3,3,97.78333333333335
capitao,293.0,1,1,293.0
palmeiras,292.3,2,2,146.15
bataypora,292.02,2,2,146.01
campina do monte alegre,291.99,2,2,145.995
pocoes de paineiras,291.9,1,1,291.9
barras,291.68,3,3,97.22666666666667
miraima,291.3,2,2,145.65
engenheiro passos,291.24,2,2,145.62
tuparendi,291.12,2,2,145.56
rio de contas,290.72,3,3,96.90666666666668
parai,290.6,3,3,96.86666666666667
andrelandia,290.0,3,3,96.66666666666667
sao jose da coroa grande,289.78999999999996,2,2,144.89499999999998
rubim,289.48,3,3,96.49333333333334
santo antonio do itambe,289.46999999999997,3,3,96.49
armazem,289.35,2,2,144.675
ibiapina,289.34000000000003,3,3,96.44666666666667
barauna,288.37,1,1,288.37
ipigua,287.65999999999997,2,2,143.82999999999998
irupi,287.63,2,2,143.815
manduri,287.21,3,3,95.73666666666666
buritirama,286.11,2,2,143.055
tabapora,286.07000000000005,2,2,143.03500000000003
merces,285.82,4,4,71.455
mucuge,285.74,1,1,285.74
ritapolis,285.71,3,3,95.23666666666666
caiana,285.61,3,3,95.20333333333333
santana do ipanema,285.45,1,1,285.45
sao jose do turvo,285.36,3,3,95.12
guamiranga,284.89,1,1,284.89
olindina,284.41,3,3,94.80333333333334
gastao vidigal,283.72,3,3,94.57333333333334
glorinha,283.3,2,2,141.65
acegua,282.39,2,2,141.195
presidente kennedy,282.31,2,2,141.155
monte alverne,282.01,1,1,282.01
agronomica,281.5,2,2,140.75
santana do manhuacu,281.44,3,3,93.81333333333333
cocais,281.3,1,1,281.3
novo oriente de minas,281.0,1,1,281.0
sarapui,280.89,2,2,140.445
minas do leao,280.72,1,1,280.72
carmesia,280.63,1,1,280.63
santa ernestina,280.13,2,2,140.065
trabiju,279.91,1,1,279.91
irineopolis,279.87,4,4,69.9675
potim,279.84,2,2,139.92
correntina,279.69,2,2,139.845
cristiano otoni,279.38,2,2,139.69
feliz natal,279.38,1,1,279.38
muniz freire,279.13,2,2,139.565
porto esperidiao,278.83000000000004,2,2,139.41500000000002
itanhem,278.66,1,1,278.66
alto rio doce,278.54999999999995,4,4,69.63749999999999
varzelandia,277.9,3,3,92.63333333333333
chaveslandia,277.51,2,2,138.755
salto do itarare,276.47,1,1,276.47
resende costa,276.09000000000003,3,3,92.03000000000002
ametista do sul,275.51,2,2,137.755
galinhos,275.48,1,1,275.48
santo antonio do grama,275.36,2,2,137.68
nossa senhora da gloria,274.72,2,2,137.36
nazario,274.39,2,2,137.195
tenente ananias,273.92,1,1,273.92
silvanopolis,273.88,1,1,273.88
tavares,273.62,1,1,273.62
luzilandia,273.01,3,3,91.00333333333333
quipapa,272.99,1,1,272.99
nova olimpia,272.03999999999996,2,2,136.01999999999998
paulo lopes,271.66,2,2,135.83
pimenta,271.26,2,2,135.63
puxinana,271.03,1,1,271.03
nova vicosa,271.01,1,1,271.01
itubera,270.82,3,3,90.27333333333333
sao domingos do araguaia,270.65,1,1,270.65
muliterno,270.45,1,1,270.45
luiziania,270.23,3,3,90.07666666666667
grao para,269.92999999999995,3,3,89.97666666666665
sao felix do araguaia,269.28,1,1,269.28
paraiso do norte,269.21000000000004,3,2,89.73666666666668
bodoco,269.03000000000003,2,2,134.51500000000001
itamogi,269.03,2,2,134.515
rio formoso,268.93,2,2,134.465
brejo grande,268.84,1,1,268.84
riacho das almas,268.77,2,2,134.385
aquidauana,268.09000000000003,4,4,67.02250000000001
santo antonio do sudoeste,268.07,3,3,89.35666666666667
quijingue,268.06,2,2,134.03
terra nova,267.93,1,1,267.93
itaguacu da bahia,267.89,1,1,267.89
ibiraiaras,267.71,2,2,133.855
wenceslau guimaraes,267.23,2,2,133.615
diorama,266.92,2,1,133.46
dom basilio,266.09,3,3,88.69666666666666
carnaubal,265.88,2,2,132.94
pilar,265.31,4,4,66.3275
luizlandia do oeste,265.31,2,2,132.655
botelho,265.04,1,1,265.04
boa vista da aparecida,264.63,4,4,66.1575
sao sebastiao da boa vista,264.6,2,2,132.3
tobias barreto,264.52,2,2,132.26
vale real,264.34000000000003,3,3,88.11333333333334
itapitanga,264.09,3,3,88.02999999999999
descoberto,264.02000000000004,3,3,88.00666666666667
padre bernardo,263.69,4,4,65.9225
tacaratu,263.65,2,2,131.825
cabralia paulista,263.31,4,4,65.8275
itaporanga d'ajuda,263.24,1,1,263.24
timbe do sul,262.92,3,3,87.64
jampruca,262.83,1,1,262.83
meleiro,262.78999999999996,3,3,87.59666666666665
corguinho,262.66999999999996,2,1,131.33499999999998
osvaldo kroeff,262.16,1,1,262.16
ibicare,262.09000000000003,2,2,131.04500000000002
santa cruz de salinas,261.72,2,2,130.86
antonina do norte,261.16,1,1,261.16
sao jose do barreiro,260.89,3,2,86.96333333333332
alpercata,260.77,2,2,130.385
teolandia,260.77,4,4,65.1925
manoel viana,260.36,3,3,86.78666666666668
novo repartimento,260.16,2,2,130.08
santo eduardo,260.06,2,2,130.03
alexandrita,260.0,1,1,260.0
alto alegre do pindare,259.56,1,1,259.56
agua clara,259.16999999999996,2,2,129.58499999999998
macambira,259.15,1,1,259.15
sao luis do curu,258.71,2,2,129.355
itape,258.56,1,1,258.56
sao jose dos cordeiros,258.03,1,1,258.03
belo campo,257.64,3,3,85.88
estrela d'oeste,257.45,1,1,257.45
mineiros do tiete,257.34000000000003,3,3,85.78000000000002
urucuca,257.27,2,2,128.635
neopolis,257.1,1,1,257.1
ipiranga,256.83,4,3,64.2075
aparecida de sao manuel,256.78999999999996,2,2,128.39499999999998
corumbaiba,256.47,4,4,64.1175
barro alto,255.51,3,3,85.17
sao sebastiao do maranhao,255.21,3,3,85.07000000000001
arraias,254.23000000000002,2,2,127.11500000000001
pequizeiro,253.98,1,1,253.98
sericita,253.62,2,2,126.81
buique,253.09,1,1,253.09
jaciara,252.88,3,3,84.29333333333334
ciriaco,252.74,1,1,252.74
nonoai,252.67,2,2,126.335
novo oriente do piaui,252.57,2,2,126.285
guimaraes,252.11,1,1,252.11
boa vista do burica,252.09,1,1,252.09
ararica,252.0,2,2,126.0
guapiara,251.95,3,3,83.98333333333333
nova laranjeiras,251.59,1,1,251.59
carutapera,251.23000000000002,2,2,125.61500000000001
prados,250.95,3,3,83.64999999999999
martins,250.31,2,2,125.155
cerro azul,250.18,4,3,62.545
rubiacea,250.15,2,2,125.075
lunardelli,250.07999999999998,2,2,125.03999999999999
santo antonio da alegria,250.03,3,3,83.34333333333333
queluz,249.89999999999998,2,2,124.94999999999999
caraibas,249.8,1,1,249.8
uniao do sul,249.2,1,1,249.2
lupionopolis,248.77,2,2,124.385
manoel urbano,248.71,1,1,248.71
itapora,248.44,3,3,82.81333333333333
passos maia,248.1,2,2,124.05
leandro ferreira,248.1,2,2,124.05
ribeira,248.03,3,3,82.67666666666666
mombaca,247.98,1,1,247.98
riachao das neves,247.76999999999998,2,1,123.88499999999999
sao jose do goiabal,247.67000000000002,2,2,123.83500000000001
oeiras do para,247.45999999999998,2,2,123.72999999999999
conceicao do jacuipe,247.07999999999998,3,3,82.36
mamonas,246.36,1,1,246.36
portela,246.26,1,1,246.26
sao domingos do sul,246.19,1,1,246.19
imbe de minas,245.81,2,2,122.905
carlinda,245.67000000000002,2,2,122.83500000000001
santa barbara do para,245.45,1,1,245.45
ajuricaba,245.37,2,2,122.685
alvarenga,245.10999999999999,2,2,122.55499999999999
bom jesus do sul,245.1,1,1,245.1
ibitioca,244.91,1,1,244.91
novo itacolomi,244.44,1,1,244.44
iraucuba,244.13,2,2,122.065
macaubal,243.82,1,1,243.82
pindobacu,243.72,3,3,81.24
jequitai,243.3,2,2,121.65
ipixuna do para,242.99,2,2,121.495
urucurituba,242.94,2,2,121.47
amapora,242.87,2,2,121.435
careacu,242.69,2,2,121.345
guamare,242.64,2,2,121.32
couto de magalhaes,242.63,2,2,121.315
progresso,242.59,1,1,242.59
mirante do paranapanema,242.49,3,2,80.83
quilombo,240.79,4,4,60.1975
ielmo marinho,240.32,2,2,120.16
campo alegre de goias,240.27,2,2,120.135
capetinga,239.37,2,2,119.685
coroados,239.34,2,2,119.67
bueno brandao,238.32999999999998,4,4,59.582499999999996
palminopolis,237.94,1,1,237.94
herval,237.65,2,2,118.825
santo antonio do leste,237.55,1,1,237.55
gramado dos loureiros,237.54,1,1,237.54
santo expedito do sul,237.54,1,1,237.54
flora rica,237.26,1,1,237.26
roca sales,237.16000000000003,2,2,118.58000000000001
jaguaquara,237.14000000000001,2,2,118.57000000000001
teofilandia,236.92000000000002,3,3,78.97333333333334
tres arroios,236.8,3,3,78.93333333333334
carire,236.28,3,3,78.76
itapage,236.13,1,1,236.13
laje do muriae,235.28,1,1,235.28
tamarana,235.04000000000002,2,2,117.52000000000001
cabixi,234.5,1,1,234.5
serra dourada,234.2,2,2,117.1
lagoa de velhos,234.19,1,1,234.19
pau d'arco,234.02999999999997,2,2,117.01499999999999
paulistania,233.88,1,1,233.88
morro redondo,233.66,1,1,233.66
monte belo do sul,233.48,1,1,233.48
areia,233.46,2,2,116.73
tunas do parana,233.3,2,2,116.65
rio preto,233.2,4,4,58.3
canudos,232.89,1,1,232.89
serra bonita,232.82,1,1,232.82
santa rosa de lima,232.79,3,2,77.59666666666666
divisa alegre,232.35000000000002,2,2,116.17500000000001
flor da serra do sul,232.06,2,2,116.03
novo barreiro,232.02999999999997,2,2,116.01499999999999
ilopolis,231.57999999999998,3,3,77.19333333333333
dom joaquim,231.35,2,2,115.675
doutor camargo,230.63,1,1,230.63
xique-xique,230.56,3,3,76.85333333333334
witmarsum,230.35,3,3,76.78333333333333
cipo,230.12,1,1,230.12
zacarias,229.85,2,2,114.925
telha,229.65,1,1,229.65
sao joao do ivai,229.56,2,2,114.78
cumari,229.51,2,2,114.755
goianorte,229.5,2,2,114.75
sitio novo,229.27999999999997,2,2,114.63999999999999
ipe,229.22000000000003,2,2,114.61000000000001
ressaquinha,229.07,1,1,229.07
alambari,228.94,3,3,76.31333333333333
saubara,228.6,1,1,228.6
ipueira,228.57,1,1,228.57
vila nelita,228.18,2,2,114.09
cavalcante,228.07,2,2,114.035
avai,227.96,1,1,227.96
agua santa,227.59,2,2,113.795
morro da garca,227.14,1,1,227.14
almas,227.12,1,1,227.12
barra de sao miguel,226.64,2,2,113.32
ataleia,226.59,3,3,75.53
chacara,226.28,2,2,113.14
erere,226.23,1,1,226.23
jandaira,226.2,2,2,113.1
sao jose da vitoria,225.76000000000002,2,2,112.88000000000001
dario meira,225.26,2,2,112.63
floreal,225.0,2,2,112.5
francisco dantas,224.78,1,1,224.78
abare,224.73,2,2,112.365
araguana,224.07,1,1,224.07
lourdes,223.84,2,2,111.92
calcado,223.54,1,1,223.54
pocrane,223.12,3,3,74.37333333333333
irara,222.82,2,2,111.41
muritiba,222.63,1,1,222.63
paranacity,222.6,3,3,74.2
aramari,222.56,2,1,111.28
poloni,222.41,3,3,74.13666666666667
cerro grande do sul,222.36,2,2,111.18
pacoti,222.29000000000002,2,2,111.14500000000001
berizal,221.98,1,1,221.98
alexandria,221.92,2,2,110.96
boquim,221.82,1,1,221.82
alvorada do norte,221.72,3,2,73.90666666666667
picui,221.70999999999998,2,2,110.85499999999999
correntes,221.59,1,1,221.59
santo antonio do planalto,221.07,1,1,221.07
sao miguel das matas,221.0,1,1,221.0
azurita,220.85000000000002,3,3,73.61666666666667
fagundes,220.74,1,1,220.74
herculandia,220.64,3,3,73.54666666666667
japoata,220.6,1,1,220.6
passo de camaragibe,220.56,1,1,220.56
cotriguacu,220.48000000000002,2,2,110.24000000000001
montezuma,220.35,2,2,110.175
abatia,220.19,3,3,73.39666666666666
santa rita d'oeste,219.73,3,3,73.24333333333333
sao domingos do maranhao,219.51,2,2,109.755
hidrolina,218.96,2,2,109.48
tiros,218.66,3,3,72.88666666666667
bom jesus do amparo,218.54,1,1,218.54
ibiassuce,218.42,2,2,109.21
santa rosa do sul,218.27,1,1,218.27
mara rosa,218.17000000000002,2,2,109.08500000000001
america dourada,217.92,1,1,217.92
general maynard,217.85,1,1,217.85
parnarama,217.82,1,1,217.82
xavantina,217.70999999999998,2,2,108.85499999999999
galia,217.64,1,1,217.64
santa rita do ibitipoca,216.81,2,2,108.405
sao goncalo do abaete,216.48000000000002,2,2,108.24000000000001
vicentina,216.07,1,1,216.07
tururu,215.6,1,1,215.6
sambaiba,215.47,1,1,215.47
conceicao do formoso,215.24,1,1,215.24
botuvera,215.17000000000002,2,2,107.58500000000001
andrequice,215.14,1,1,215.14
macuco de minas,215.14,1,1,215.14
capao da porteira,215.13,2,2,107.565
fontoura xavier,214.16,1,1,214.16
moema,214.12,1,1,214.12
pocao de pedras,214.05,1,1,214.05
rio das antas,213.78,2,2,106.89
frecheirinha,213.71,2,2,106.855
mira estrela,213.56,1,1,213.56
baixa grande do ribeiro,213.47,1,1,213.47
sao joao de iracema,213.38,3,3,71.12666666666667
bossoroca,213.34,1,1,213.34
jussari,213.19,2,2,106.595
fruta de leite,212.16,2,2,106.08
jatauba,212.12,2,2,106.06
cachoeira do brumado,211.17,1,1,211.17
chopinzinho,211.14,4,4,52.785
campina das missoes,211.0,2,2,105.5
estrela do norte,210.76999999999998,3,3,70.25666666666666
nortelandia,210.64,1,1,210.64
sao roque de minas,210.54,2,2,105.27
rinopolis,210.49,3,3,70.16333333333334
panelas,210.48999999999998,2,2,105.24499999999999
guape,210.48,1,1,210.48
pastos bons,210.22,2,2,105.11
ladainha,210.20999999999998,2,2,105.10499999999999
nova canaa,210.07999999999998,2,2,105.03999999999999
ventania,209.88,3,3,69.96
nova campina,209.51999999999998,2,2,104.75999999999999
isaias coelho,209.46,1,1,209.46
jaguari,209.34,3,3,69.78
espigao alto do iguacu,209.32,2,2,104.66
bugre,209.3,1,1,209.3
macaparana,208.71,2,2,104.355
sao bernardino,208.48,1,1,208.48
celina,208.23,2,2,104.115
acaiaca,207.9,2,2,103.95
maquine,207.4,1,1,207.4
sao francisco do humaita,207.32,1,1,207.32
matrincha,207.18,2,2,103.59
santana do deserto,206.99,1,1,206.99
salvador do sul,206.99,1,1,206.99
carmo do rio verde,206.32,2,2,103.16
macambara,205.72,2,2,102.86
fortim,205.53,1,1,205.53
lagoa nova,205.2,2,2,102.6
pedras de fogo,204.63,2,2,102.315
lagoa da canoa,204.53,1,1,204.53
arantina,204.41,1,1,204.41
apuarema,204.38,1,1,204.38
mae do rio,203.61,2,2,101.805
monte castelo,203.54000000000002,2,2,101.77000000000001
monteiropolis,203.43,1,1,203.43
sao jose do serido,203.31,1,1,203.31
cocalzinho de goias,203.08,1,1,203.08
abaira,203.0,2,2,101.5
guajara-mirim,202.85,3,3,67.61666666666666
aguas de santa barbara,202.03,3,3,67.34333333333333
saboeiro,201.83,1,1,201.83
piata,200.91,2,2,100.455
guairaca,200.88,1,1,200.88
luz,200.53,2,2,100.265
porto de pedras,200.35,1,1,200.35
ribeiro junqueira,200.33,1,1,200.33
urucania,200.33,1,1,200.33
quixelo,200.25,2,2,100.125
tabocas do brejo velho,199.96,3,3,66.65333333333334
aguia branca,199.94,2,2,99.97
iramaia,199.37,2,2,99.685
sao joao do manhuacu,199.26000000000002,2,2,99.63000000000001
aparecida de monte alto,199.26,1,1,199.26
curral de cima,199.0,1,1,199.0
capitao andrade,199.0,1,1,199.0
pancas,198.9,1,1,198.9
varzea alegre,198.65,2,2,99.325
emilianopolis,198.49,2,1,99.245
carlos chagas,198.46,3,3,66.15333333333334
lindoeste,198.25,2,2,99.125
carnaiba do sertao,198.2,1,1,198.2
capivari do sul,197.95,1,1,197.95
ichu,197.92,2,2,98.96
capitao eneas,197.68,1,1,197.68
pequi,197.5,1,1,197.5
apore,197.38,1,1,197.38
claraval,197.04,1,1,197.04
jaboti,196.96,2,2,98.48
jaguaruna,196.89,2,2,98.445
sao goncalo do rio das pedras,196.5,1,1,196.5
jose da penha,196.43,1,1,196.43
itabatan,196.39999999999998,2,2,98.19999999999999
desembargador otoni,196.02,1,1,196.02
campinacu,195.91,1,1,195.91
porangaba,195.63,2,2,97.815
jesupolis,195.34,2,2,97.67
parana,195.25,2,2,97.625
maragogipe,195.04000000000002,2,2,97.52000000000001
santo antonio do canaa,194.88,1,1,194.88
barra,194.84,2,2,97.42
governador dix-sept rosado,194.82,1,1,194.82
areial,194.82,1,1,194.82
anage,194.76,1,1,194.76
charrua,194.63,2,2,97.315
purilandia,194.48,1,1,194.48
piacu,194.48,1,1,194.48
lagoa d'anta,194.34,1,1,194.34
sao vendelino,194.28,2,2,97.14
sapopema,193.31,2,2,96.655
pimenteiras,193.21,2,2,96.605
itagimirim,193.06,1,1,193.06
rio doce,192.4,1,1,192.4
caldas brandao,192.32,1,1,192.32
fazenda vilanova,192.21,2,2,96.105
vila langaro,191.91,3,3,63.97
roncador,191.73,2,2,95.865
felicio dos santos,191.58,1,1,191.58
coxilha,191.5,2,2,95.75
sao lourenco do piaui,191.11,1,1,191.11
campo grande do piaui,190.88,1,1,190.88
severiano melo,190.83,1,1,190.83
poco de pedra,190.66,1,1,190.66
capoeiras,190.53,1,1,190.53
taquarana,190.43,1,1,190.43
nazareno,190.26,2,2,95.13
orizania,190.09,1,1,190.09
jardim olinda,189.84,1,1,189.84
castanheira,189.39000000000001,3,3,63.13
marinopolis,188.98,2,2,94.49
bom jesus do querendo,188.55,1,1,188.55
porto firme,188.5,2,2,94.25
itaparica,188.36,1,1,188.36
ipuiuna,188.34,1,1,188.34
visconde de maua,188.05,3,2,62.68333333333334
sao joao da parauna,187.84,1,1,187.84
cravolandia,187.83,1,1,187.83
cubati,187.59,2,2,93.795
capim branco,187.17000000000002,2,1,93.58500000000001
floresta do araguaia,186.79,1,1,186.79
silvianopolis,186.76000000000002,3,2,62.25333333333334
luiziana,186.57,2,2,93.285
cha grande,186.49,1,1,186.49
santa filomena,186.4,1,1,186.4
euclides da cunha paulista,186.39,2,1,93.195
itacoatiara,185.96,1,1,185.96
oliveira dos brejinhos,185.84,2,2,92.92
arroio trinta,185.84,1,1,185.84
brotas de macaubas,185.62,1,1,185.62
pio ix,184.84,1,1,184.84
urutai,184.79000000000002,3,3,61.59666666666667
campo florido,184.04,1,1,184.04
pedra branca,183.99,3,3,61.330000000000005
miraguai,183.29,1,1,183.29
massape,182.79000000000002,2,2,91.39500000000001
putinga,182.56,2,2,91.28
pranchita,182.36,1,1,182.36
perpetuo socorro,182.3,2,2,91.15
conceicao do caninde,181.81,1,1,181.81
paiva,181.74,2,2,90.87
luziapolis,181.62,1,1,181.62
itapicuru,181.54,2,2,90.77
victor graeff,181.25,2,2,90.625
ibertioga,181.21,1,1,181.21
mojui dos campos,180.87,2,2,90.435
caldeirao grande do piaui,180.76,1,1,180.76
lagoa,180.76,1,1,180.76
colmeia,180.69,2,2,90.345
carrancas,180.62,3,3,60.20666666666667
senador firmino,180.44,2,2,90.22
caibi,180.41,3,3,60.13666666666666
aruana,180.31,2,1,90.155
bataipora,180.1,1,1,180.1
santa barbara do sul,180.09,2,2,90.045
chaval,179.45,1,1,179.45
itirapina,179.21,2,2,89.605
mimoso de goias,179.12,1,1,179.12
quinta do sol,178.66,3,3,59.553333333333335
alagoa grande,178.52,1,1,178.52
groairas,178.5,1,1,178.5
santa fe de minas,178.27,1,1,178.27
marilandia do sul,178.27,1,1,178.27
santo antonio dos campos,177.99,1,1,177.99
jaua,177.38,1,1,177.38
riacho da cruz,177.34,1,1,177.34
romelandia,176.87,1,1,176.87
candeal,176.65,1,1,176.65
rio espera,176.45,1,1,176.45
iuna,176.26999999999998,2,2,88.13499999999999
madalena,176.24,1,1,176.24
aurilandia,176.2,1,1,176.2
nova crixas,176.18,1,1,176.18
turvolandia,176.08999999999997,2,2,88.04499999999999
santa amelia,175.87,1,1,175.87
ivora,175.79,1,1,175.79
jussara,175.5,4,4,43.875
lagoao,175.43,1,1,175.43
simao pereira,175.41,1,1,175.41
passagem franca,175.32,1,1,175.32
conceicao,175.24,2,2,87.62
machacalis,175.17,2,2,87.585
jacigua,175.11,2,2,87.555
ilha grande,174.68,1,1,174.68
pindorama do tocantins,174.18,2,2,87.09
mariopolis,173.95,1,1,173.95
ibema,173.89,1,1,173.89
alegrete do piaui,173.88,1,1,173.88
presidente janio quadros,173.88,1,1,173.88
sao jose do piaui,173.88,1,1,173.88
itaueira,173.62,2,1,86.81
coracao de jesus,173.38,3,3,57.79333333333333
sao patricio,172.96,1,1,172.96
poxoreu,172.59,2,2,86.295
aparecida do rio negro,172.58,1,1,172.58
lupercio,172.11,3,3,57.370000000000005
pindai,171.54,2,2,85.77
sao sebastiao da serra,171.35,1,1,171.35
caiua,170.99,2,2,85.495
picarras,170.84,1,1,170.84
tacuru,170.71,1,1,170.71
inga,169.99,1,1,169.99
saude,169.98000000000002,2,2,84.99000000000001
remigio,169.92,1,1,169.92
guassusse,169.92,1,1,169.92
simolandia,169.73,2,2,84.865
seberi,169.67000000000002,2,2,84.83500000000001
santa maria da serra,169.42,2,2,84.71
heliopolis,169.28,1,1,169.28
alfredo marcondes,169.23,1,1,169.23
marcelino vieira,169.02,1,1,169.02
itaguaje,168.96,2,2,84.48
carnauba dos dantas,168.45,1,1,168.45
urucuia,168.29,1,1,168.29
rodolfo fernandes,168.19,2,2,84.095
paula candido,168.19,1,1,168.19
ibarama,167.92,1,1,167.92
agua fria de goias,167.81,1,1,167.81
ourizona,167.8,1,1,167.8
quatro pontes,167.66,1,1,167.66
matutina,167.66,2,2,83.83
aroeiras,167.48,1,1,167.48
carmolandia,167.45,1,1,167.45
itatiaiucu,167.15,2,2,83.575
maua da serra,167.12,2,2,83.56
juscimeira,167.0,2,2,83.5
barracao,166.71,3,3,55.57
piracema,166.59,1,1,166.59
jaborandi,166.38,3,3,55.46
adhemar de barros,166.29,1,1,166.29
angustura,166.29,1,1,166.29
caetes,166.04,1,1,166.04
paial,165.71,1,1,165.71
mirante da serra,165.6,1,1,165.6
sao joao das missoes,165.15,2,2,82.575
tecainda,165.13,1,1,165.13
juvenilia,165.07999999999998,2,2,82.53999999999999
protasio alves,165.06,2,2,82.53
santa maria do para,164.89,2,2,82.445
itagi,164.64,2,2,82.32
alagoa nova,164.29,1,1,164.29
vitoria do mearim,164.0,2,2,82.0
carmopolis,163.45,2,2,81.725
nossa senhora do remedio,163.29000000000002,2,2,81.64500000000001
corumba de goias,163.28,2,2,81.64
vespasiano correa,163.25,1,1,163.25
araguacu,162.86,1,1,162.86
bonito de santa fe,162.85,1,1,162.85
ocara,162.69,2,2,81.345
centenario,162.47,1,1,162.47
murucupi,162.13,1,1,162.13
brasilandia de minas,162.01999999999998,2,2,81.00999999999999
guiricema,161.56,1,1,161.56
jardim alegre,161.44,2,2,80.72
piau,161.44,2,2,80.72
cerejeiras,161.23,1,1,161.23
inhauma,161.21,2,2,80.605
sao desiderio,161.19,1,1,161.19
araguapaz,160.89,2,2,80.445
meruoca,160.85,2,2,80.425
esmeralda,160.76,1,1,160.76
oros,160.71,2,2,80.355
itiquira,160.66,1,1,160.66
sao fernando,160.58,1,1,160.58
extremoz,160.14,2,2,80.07
riacho de santo antonio,159.6,1,1,159.6
candoi,159.0,1,1,159.0
mascote,158.99,2,2,79.495
duere,158.77,1,1,158.77
central de santa helena,158.76,1,1,158.76
santa cruz do prata,158.72,2,2,79.36
santa cruz do piaui,158.38,1,1,158.38
juripiranga,157.99,1,1,157.99
grandes rios,157.75,2,2,78.875
igaracu do tiete,157.66,4,4,39.415
felipe guerra,157.65,1,1,157.65
itabirinha,157.41,1,1,157.41
ibitiara,157.28,1,1,157.28
aracitaba,156.74,2,2,78.37
porto estrela,156.72,1,1,156.72
paripiranga,156.65,2,2,78.325
sao joao da urtiga,156.64,1,1,156.64
estrela d oeste,156.33,1,1,156.33
chale,156.22,2,2,78.11
presidente kubitschek,156.06,2,2,78.03
formosa da serra negra,155.5,1,1,155.5
nova floresta,155.0,1,1,155.0
sede alvorada,154.9,1,1,154.9
imbau,154.87,2,2,77.435
sao clemente,154.86,1,1,154.86
pitanga de estrada,154.83,1,1,154.83
boa vista do gurupi,154.75,2,2,77.375
barao de cotegipe,154.71,2,1,77.355
miranda do norte,154.64,1,1,154.64
dionisio,154.42000000000002,2,2,77.21000000000001
morro do ferro,154.38,1,1,154.38
neves paulista,154.32,3,3,51.44
conquista d'oeste,154.04,1,1,154.04
brejo bonito,153.9,1,1,153.9
luis correia,153.36,1,1,153.36
anastacio,153.35,2,2,76.675
senador modestino goncalves,153.17000000000002,2,2,76.58500000000001
missi,152.95,1,1,152.95
ibateguara,152.86,2,2,76.43
farol,152.72,1,1,152.72
caseiros,152.66,1,1,152.66
pirajuba,152.61,1,1,152.61
dois riachos,152.25,1,1,152.25
coronel martins,152.14,2,1,76.07
gloria de dourados,152.0,1,1,152.0
salto da divisa,151.66000000000003,2,2,75.83000000000001
planura,151.1,2,2,75.55
mandirituba,151.08,2,2,75.54
liberdade,150.9,3,3,50.300000000000004
varzea,150.18,1,1,150.18
mairipotaba,149.65,1,1,149.65
lagoinha do piaui,149.61,1,1,149.61
domiciano ribeiro,149.38,2,2,74.69
rancho alegre d'oeste,149.29,1,1,149.29
divino de sao lourenco,149.16,1,1,149.16
cajapio,149.16,1,1,149.16
mucambo,149.14,1,1,149.14
sacra familia do tingua,149.04,1,1,149.04
santo antonio de goias,149.02,1,1,149.02
grupiara,148.94,1,1,148.94
barra do rio azul,148.71,1,1,148.71
entre rios do oeste,148.57999999999998,3,3,49.526666666666664
sao luiz do norte,148.33,1,1,148.33
chiapetta,148.15,1,1,148.15
ibiracatu,148.15,1,1,148.15
pugmil,148.15,1,1,148.15
cruzeiro do iguacu,148.15,1,1,148.15
wagner,147.69,1,1,147.69
biritinga,147.57,1,1,147.57
estrela do indaia,147.5,2,2,73.75
manaira,147.4,1,1,147.4
aiuaba,147.38,1,1,147.38
ferros,147.36,2,2,73.68
agua preta,147.34,1,1,147.34
barro preto,146.58,1,1,146.58
passa tempo,146.46,1,1,146.46
durande,146.19,2,2,73.095
andre da rocha,146.13,1,1,146.13
sao francisco de assis,145.39,2,2,72.695
cristinapolis,145.37,1,1,145.37
tapurah,145.11,1,1,145.11
lajeado grande,145.08,1,1,145.08
anguera,144.99,1,1,144.99
augustinopolis,144.89,1,1,144.89
itagiba,144.86,2,2,72.43
tibau do sul,144.79,1,1,144.79
peritiba,144.70999999999998,2,2,72.35499999999999
jeriquara,144.65,1,1,144.65
corrego fundo,144.65,1,1,144.65
comercinho,144.65,1,1,144.65
brejetuba,144.54,1,1,144.54
mombuca,144.47,3,3,48.156666666666666
sao jose da tapera,144.47,1,1,144.47
jacinto,144.46,2,2,72.23
luiz alves,144.4,2,2,72.2
lidice,144.31,1,1,144.31
cruzeiro da fortaleza,144.29999999999998,2,2,72.14999999999999
deodapolis,144.22,2,2,72.11
augusto pestana,143.95,2,2,71.975
jaci,143.41000000000003,2,2,71.70500000000001
moncao,143.36,1,1,143.36
brejoes,143.34,1,1,143.34
guzolandia,143.31,1,1,143.31
sao geraldo do baguari,142.96,1,1,142.96
sao pedro do iguacu,142.96,1,1,142.96
central,142.89,1,1,142.89
avelino lopes,142.72,2,2,71.36
machados,142.66,1,1,142.66
orobo,142.63,1,1,142.63
populina,142.6,1,1,142.6
serra branca,142.26,1,1,142.26
angelina,142.05,1,1,142.05
